problem_id,title,description,topic,difficulty,type,answer,solution
63,리스트(List),다음 중 파이썬에서 리스트의 요소를 추가하는 메서드는 무엇인가?\n① append()\n② insert()\n③ extend()\n④ all of the above,파이썬,보통,객관식(4지선다),4,"파이썬의 리스트에서 요소를 추가할 때 append(), insert(), extend() 메서드를 모두 사용할 수 있습니다. append()는 요소를 리스트 끝에 추가하고, insert()는 특정 위치에 삽입하며, extend()는 여러 요소를 리스트에 추가합니다. 따라서 정답은 ④입니다."
64,딕셔너리(Dictionary),파이썬에서 딕셔너리의 키는 어떤 자료형으로 사용될 수 없는가?\n① 문자열\n② 리스트\n③ 튜플\n④ 정수,파이썬,보통,객관식(4지선다),2,"파이썬에서 딕셔너리의 키로는 변하지 않는 자료형(불변 자료형)만 사용할 수 있습니다. 문자열, 튜플, 정수는 모두 불변이지만, 리스트는 가변 자료형이므로 키로 사용할 수 없습니다. 따라서 정답은 ②입니다."
65,문자열(String),"다음 중 파이썬 문자열 메서드로, 문자열을 모두 대문자로 변환하는 것은 무엇인가?\n① lower()\n② upper()\n③ capitalize()\n④ title()",파이썬,쉬움,객관식(4지선다),2,"upper() 메서드는 파이썬 문자열을 모두 대문자로 변환합니다. lower()는 소문자로 변환, capitalize()는 첫 글자만 대문자로, title()은 각 단어의 첫 글자를 대문자로 변환합니다. 따라서 정답은 ②입니다."
66,반복문,다음 코드의 출력 결과는 무엇인가?\n```python\nfor i in range(3):\n    print(i)\n```\n① 0\n② 0 1 2\n③ 1 2 3\n④ 3 2 1,파이썬,쉬움,객관식(4지선다),2,"range(3)는 0부터 시작하여 2까지의 정수를 생성합니다. 따라서 반복문은 0, 1, 2를 순차적으로 출력하며, 정답은 ②입니다."
67,조건문,"다음 코드의 결과는 무엇인가?\n```python\nx = 10\ny = 20\nif x > y:\n    print(""x is greater"")\nelif x < y:\n    print(""y is greater"")\nelse:\n    print(""x and y are equal"")\n```\n① x is greater\n② y is greater\n③ x and y are equal\n④ None of the above",파이썬,보통,객관식(4지선다),2,"코드에서 x는 10, y는 20이므로, x < y 조건이 참이 되어 ""y is greater""가 출력됩니다. 따라서 정답은 ②입니다."
68,함수,파이썬 함수의 기본 구조에서 값을 반환하기 위한 키워드는 무엇인가?\n① return\n② yield\n③ pass\n④ continue,파이썬,쉬움,객관식(4지선다),1,"함수에서 값을 반환하기 위해 return 키워드를 사용합니다. yield는 제너레이터 함수에서 사용되며, pass와 continue는 흐름 제어에 사용됩니다. 따라서 정답은 ①입니다."
69,클래스,다음 중 파이썬 클래스에서 생성자를 정의하는 메서드는 무엇인가?\n① __create__\n② __build__\n③ __init__\n④ __construct__,파이썬,보통,객관식(4지선다),3,"파이썬 클래스의 생성자는 __init__ 메서드로 정의되며, 객체가 생성될 때 자동으로 호출됩니다. 따라서 정답은 ③입니다."
70,파일 입출력,"다음 중 파이썬에서 파일을 읽기 모드로 열기 위한 코드는 무엇인가?\n① open('file.txt', 'r')\n② open('file.txt', 'w')\n③ open('file.txt', 'a')\n④ open('file.txt', 'x')",파이썬,보통,객관식(4지선다),1,"파일을 읽기 모드로 열기 위해서는 'r' 모드를 사용해야 합니다. 'w'는 쓰기, 'a'는 추가, 'x'는 새로운 파일 생성을 의미합니다. 따라서 정답은 ①입니다."
71,예외 처리,파이썬에서 예외 처리를 위한 키워드가 아닌 것은 무엇인가?\n① try\n② except\n③ catch\n④ finally,파이썬,보통,객관식(4지선다),3,"파이썬에서는 예외 처리를 위해 try, except, finally 키워드를 사용합니다. catch는 다른 프로그래밍 언어에서 사용하는 키워드입니다. 따라서 정답은 ③입니다."
72,리스트 내포,다음 중 리스트 내포(List Comprehension)로 작성된 코드는 무엇인가?\n① [x for x in range(5)]\n② (x for x in range(5))\n③ {x for x in range(5)}\n④ <x for x in range(5)>,파이썬,보통,객관식(4지선다),1,"리스트 내포는 대괄호 []를 사용하여 리스트를 생성하는 구문으로, [x for x in range(5)]가 해당합니다. 따라서 정답은 ①입니다."
73,모듈 사용,다음 중 파이썬에서 외부 모듈을 가져오는 데 사용하는 키워드는 무엇인가?\n① import\n② include\n③ require\n④ attach,파이썬,쉬움,객관식(4지선다),1,파이썬에서 외부 모듈을 가져올 때는 import 키워드를 사용합니다. 따라서 정답은 ①입니다.
74,데이터 타입,다음 중 파이썬의 불변 자료형(Immutable Type)은 무엇인가?\n① 리스트(List)\n② 딕셔너리(Dictionary)\n③ 집합(Set)\n④ 튜플(Tuple),파이썬,쉬움,객관식(4지선다),4,"튜플은 파이썬의 불변 자료형으로, 생성된 후에는 변경할 수 없습니다. 리스트, 딕셔너리, 집합은 가변 자료형입니다. 따라서 정답은 ④입니다."
75,람다 함수,다음 중 파이썬에서 람다 함수를 올바르게 정의한 것은 무엇인가?\n① lambda x: x + 1\n② def lambda x: x + 1\n③ lambda(x): x + 1\n④ function lambda x: x + 1,파이썬,보통,객관식(4지선다),1,파이썬의 람다 함수는 lambda x: x + 1과 같이 정의됩니다. 이는 한 줄로 작성할 수 있는 익명 함수입니다. 따라서 정답은 ①입니다.
76,제너레이터,파이썬에서 제너레이터를 정의할 때 사용하는 키워드는 무엇인가?\n① yield\n② return\n③ break\n④ continue,파이썬,보통,객관식(4지선다),1,"제너레이터는 함수 내에서 yield 키워드를 사용하여 데이터를 순차적으로 생성합니다. return은 값을 반환하고 함수를 종료하며, break와 continue는 흐름 제어에 사용됩니다. 따라서 정답은 ①입니다."
77,파일 모드,파이썬에서 파일을 쓰기 모드로 열고 기존 내용을 삭제하려면 어떤 모드를 사용해야 하는가?\n① 'a'\n② 'r'\n③ 'w'\n④ 'x',파이썬,쉬움,객관식(4지선다),3,"'w' 모드는 파일을 쓰기 모드로 열고, 파일이 이미 존재할 경우 기존 내용을 삭제합니다. 'a'는 추가 모드, 'r'은 읽기 모드, 'x'는 새 파일 생성 모드입니다. 따라서 정답은 ③입니다."
78,이터레이터,파이썬에서 이터레이터(Iterator) 객체에서 다음 값을 가져오는 데 사용하는 함수는 무엇인가?\n① next()\n② iter()\n③ list()\n④ dict(),파이썬,보통,객관식(4지선다),1,next() 함수는 이터레이터 객체에서 다음 값을 가져오는 데 사용됩니다. iter()는 이터레이터 객체를 생성하는 데 사용됩니다. 따라서 정답은 ①입니다.
79,함수 인자,"파이썬에서 기본값을 가진 함수 인자를 정의할 때 사용하는 방법은 무엇인가?\n① def func(x, y=10)\n② def func(x=10, y)\n③ def func(x, y=10, z)\n④ def func(x, y=z=10)",파이썬,보통,객관식(4지선다),1,"파이썬 함수에서 기본값을 가진 인자는 반드시 뒤쪽에 위치해야 하며, def func(x, y=10)과 같이 정의할 수 있습니다. 따라서 정답은 ①입니다."
80,문자열 포매팅,다음 중 파이썬에서 문자열 포매팅을 위한 방법이 아닌 것은 무엇인가?\n① f-string\n② format()\n③ % 연산자\n④ str(),파이썬,쉬움,객관식(4지선다),4,"파이썬의 문자열 포매팅 방법에는 f-string, format(), % 연산자가 있으며, str()은 문자열을 변환하는 함수입니다. 따라서 정답은 ④입니다."
81,R의 기본 문법,R에서 벡터를 생성하는 함수는 무엇인가?\n① c()\n② vector()\n③ list()\n④ array(),R,쉬움,객관식(4지선다),1,"c() 함수는 R에서 벡터를 생성할 때 사용되는 기본 함수입니다. vector(), list(), array()는 각각 다른 데이터 구조를 생성하는 데 사용됩니다. 따라서 정답은 ①입니다."
82,데이터 프레임,"다음 중 R의 데이터 프레임(Data Frame)에서 특정 열에 접근하는 방법으로 옳은 것은 무엇인가?\n① df[""column""]\n② df$column\n③ df$""column""\n④ df@column",R,보통,객관식(4지선다),2,R에서 데이터 프레임의 특정 열에 접근할 때는 df$column 형식을 사용합니다. 따라서 정답은 ②입니다.
83,기초 통계 함수,R에서 평균을 계산하는 함수는 무엇인가?\n① sum()\n② mean()\n③ median()\n④ mode(),R,쉬움,객관식(4지선다),2,mean() 함수는 R에서 주어진 데이터의 평균을 계산합니다. 따라서 정답은 ②입니다.
84,데이터 변환,다음 중 R에서 요인(Factor)을 생성하는 함수는 무엇인가?\n① factor()\n② as.factor()\n③ levels()\n④ factorize(),R,보통,객관식(4지선다),1,"factor() 함수는 R에서 요인을 생성하는 데 사용됩니다. as.factor()도 요인을 생성할 수 있지만, 주로 변환에 사용됩니다. 따라서 정답은 ①입니다."
85,기술 통계량,R에서 분산을 계산하는 함수는 무엇인가?\n① var()\n② sd()\n③ range()\n④ quantile(),R,보통,객관식(4지선다),1,var() 함수는 R에서 주어진 데이터의 분산을 계산합니다. 따라서 정답은 ①입니다.
86,기초 프로그래밍,"다음 중 R에서 조건문을 작성하는 올바른 방법은 무엇인가?\n① if (x > 0) { print(""positive"") }\n② if x > 0: print(""positive"")\n③ if x > 0 then print(""positive"")\n④ if x > 0 { print(""positive"") }",R,쉬움,객관식(4지선다),1,"R에서 조건문은 if (x > 0) { print(""positive"") }와 같은 형식으로 작성됩니다. 따라서 정답은 ①입니다."
87,데이터 시각화,R에서 기본 그래프를 그리는 함수는 무엇인가?\n① plot()\n② graph()\n③ chart()\n④ draw(),R,쉬움,객관식(4지선다),1,plot() 함수는 R에서 기본적으로 그래프를 그리는 데 사용됩니다. 따라서 정답은 ①입니다.
88,데이터 전처리,R에서 NA 값을 제거하는 함수는 무엇인가?\n① na.rm()\n② remove.na()\n③ na.omit()\n④ drop.na(),R,보통,객관식(4지선다),3,na.omit() 함수는 R에서 NA 값을 제거할 때 사용됩니다. 따라서 정답은 ③입니다.
89,데이터 합치기,R에서 두 개의 데이터 프레임을 행 방향으로 합치는 함수는 무엇인가?\n① cbind()\n② rbind()\n③ merge()\n④ bind_rows(),R,보통,객관식(4지선다),2,rbind() 함수는 R에서 두 개의 데이터 프레임을 행 방향으로 합칠 때 사용됩니다. cbind()는 열 방향으로 합치는 함수입니다. 따라서 정답은 ②입니다.
90,데이터 요약,R에서 데이터의 기초 통계량을 요약하는 함수는 무엇인가?\n① summary()\n② describe()\n③ stats()\n④ overview(),R,쉬움,객관식(4지선다),1,"summary() 함수는 R에서 데이터의 기초 통계량(최소값, 1사분위수, 중앙값, 평균, 3사분위수, 최대값)을 요약하는 데 사용됩니다. 따라서 정답은 ①입니다."
91,패키지 설치,R에서 패키지를 설치하기 위한 함수는 무엇인가?\n① install.package()\n② install()\n③ library()\n④ install.packages(),R,보통,객관식(4지선다),4,install.packages() 함수는 R에서 새로운 패키지를 설치하는 데 사용됩니다. 따라서 정답은 ④입니다.
92,상관 분석,R에서 두 변수 간의 상관 계수를 계산하는 함수는 무엇인가?\n① cor()\n② cov()\n③ cor.test()\n④ lm(),R,보통,객관식(4지선다),1,"cor() 함수는 R에서 두 변수 간의 상관 계수를 계산합니다. cov()는 공분산을 계산하며, cor.test()는 상관 검정, lm()은 선형 회귀를 수행합니다. 따라서 정답은 ①입니다."
93,데이터 선택,"R에서 특정 열을 제외하고 데이터 프레임을 선택하는 방법으로 옳은 것은 무엇인가?\n① df[,-1]\n② df[,-""column""]\n③ df[,-c(""column"")]\n④ df[,-c(column)]",R,보통,객관식(4지선다),1,"R에서 특정 열을 제외하고 데이터 프레임을 선택할 때는 df[,-1]과 같이 사용합니다. 이는 첫 번째 열을 제외한 모든 열을 선택합니다. 따라서 정답은 ①입니다."
94,데이터 구조,R에서 2차원 데이터를 저장하는 기본 자료 구조는 무엇인가?\n① 리스트(List)\n② 매트릭스(Matrix)\n③ 데이터 프레임(Data Frame)\n④ 벡터(Vector),R,보통,객관식(4지선다),3,"데이터 프레임은 R에서 2차원 데이터를 저장하는 기본 자료 구조로, 행과 열로 구성되어 있습니다. 따라서 정답은 ③입니다."
95,선형 회귀,R에서 선형 회귀 모델을 생성하는 함수는 무엇인가?\n① lm()\n② glm()\n③ lmfit()\n④ reg(),R,보통,객관식(4지선다),1,lm() 함수는 R에서 선형 회귀 모델을 생성하는 데 사용됩니다. glm()은 일반화된 선형 모델을 생성할 때 사용됩니다. 따라서 정답은 ①입니다.
96,데이터 정렬,R에서 데이터 프레임을 특정 열을 기준으로 오름차순 정렬하는 함수는 무엇인가?\n① order()\n② sort()\n③ arrange()\n④ rank(),R,어려움,객관식(4지선다),3,"arrange() 함수는 dplyr 패키지에서 제공하는 함수로, 데이터 프레임을 특정 열 기준으로 정렬할 때 사용됩니다. base R에서는 order() 함수를 사용하여 정렬할 수 있습니다. 따라서 정답은 ③입니다."
97,데이터 그룹화,R에서 데이터를 그룹화하여 요약 통계를 계산하는 데 사용되는 패키지는 무엇인가?\n① ggplot2\n② dplyr\n③ tidyr\n④ stringr,R,보통,객관식(4지선다),2,"dplyr 패키지는 R에서 데이터를 그룹화하고 요약 통계를 계산하는 데 사용되는 주요 패키지입니다. ggplot2는 시각화, tidyr은 데이터 정리, stringr은 문자열 처리를 위한 패키지입니다. 따라서 정답은 ②입니다."
98,시계열 데이터,R에서 시계열 데이터를 다루기 위해 주로 사용되는 패키지는 무엇인가?\n① lubridate\n② forecast\n③ stringr\n④ reshape2,R,어려움,객관식(4지선다),2,forecast 패키지는 R에서 시계열 데이터를 분석하고 예측하는 데 사용됩니다. lubridate는 날짜 및 시간 조작을 위한 패키지입니다. 따라서 정답은 ②입니다.
99,데이터 변형,R에서 넓은 형식의 데이터를 긴 형식으로 변환하는 함수는 무엇인가?\n① gather()\n② spread()\n③ melt()\n④ cast(),R,보통,객관식(4지선다),1,"gather() 함수는 tidyr 패키지에서 제공하며, 넓은 형식의 데이터를 긴 형식으로 변환하는 데 사용됩니다. spread()는 그 반대 작업을 수행합니다. 따라서 정답은 ①입니다."
100,데이터 병합,R에서 두 개의 데이터 프레임을 공통 열을 기준으로 병합하는 함수는 무엇인가?\n① rbind()\n② cbind()\n③ merge()\n④ join(),R,보통,객관식(4지선다),3,merge() 함수는 R에서 두 개의 데이터 프레임을 공통 열을 기준으로 병합하는 데 사용됩니다. rbind()와 cbind()는 각각 행과 열을 기준으로 데이터 프레임을 결합하는 함수입니다. 따라서 정답은 ③입니다.
101,평균과 중앙값,"다음 데이터셋의 평균과 중앙값은 각각 얼마인가?\n데이터셋: 4, 8, 6, 5, 3\n① 평균: 6, 중앙값: 5\n② 평균: 5.2, 중앙값: 5\n③ 평균: 5.2, 중앙값: 6\n④ 평균: 5, 중앙값: 5.5",통계,쉬움,객관식(4지선다),2,"데이터셋의 평균은 (4+8+6+5+3)/5 = 5.2이며, 중앙값은 5개의 숫자 중 가운데 값인 5입니다. 따라서 정답은 ②입니다."
102,표준 편차,표준 편차는 데이터의 어떤 특성을 나타내는가?\n① 데이터의 중앙값\n② 데이터의 평균\n③ 데이터의 산포도\n④ 데이터의 분산,통계,쉬움,객관식(4지선다),3,"표준 편차는 데이터가 평균으로부터 얼마나 떨어져 있는지를 나타내는 척도로, 데이터의 산포도를 나타냅니다. 따라서 정답은 ③입니다."
103,상관 관계,"상관 계수가 -1에 가까운 값일 때, 두 변수의 관계는 어떻게 해석되는가?\n① 두 변수는 강한 양의 상관 관계\n② 두 변수는 강한 음의 상관 관계\n③ 두 변수는 상관 관계가 없음\n④ 두 변수는 약한 상관 관계",통계,보통,객관식(4지선다),2,상관 계수가 -1에 가까울수록 두 변수는 강한 음의 상관 관계를 가집니다. 따라서 정답은 ②입니다.
104,가설 검정,가설 검정에서 귀무가설이란 무엇을 의미하는가?\n① 연구자가 입증하고자 하는 가설\n② 차이가 있음을 나타내는 가설\n③ 차이가 없음을 나타내는 가설\n④ 실험의 유의미성을 나타내는 가설,통계,보통,객관식(4지선다),3,"귀무가설은 보통 ""차이가 없다"" 또는 ""효과가 없다""라는 주장을 담고 있으며, 이를 반증하기 위해 가설 검정을 수행합니다. 따라서 정답은 ③입니다."
105,t-검정,t-검정의 주된 목적은 무엇인가?\n① 두 표본 평균 간의 차이가 유의미한지 판단\n② 분산을 비교\n③ 상관 관계를 평가\n④ 데이터의 정규성을 확인,통계,보통,객관식(4지선다),1,t-검정은 두 표본의 평균 간 차이가 통계적으로 유의미한지 판단하는 데 사용됩니다. 따라서 정답은 ①입니다.
106,회귀 분석,회귀 분석에서 독립 변수와 종속 변수의 관계를 나타내는 직선의 기울기를 무엇이라고 하는가?\n① 상수항\n② 절편\n③ 회귀 계수\n④ 잔차,통계,보통,객관식(4지선다),3,"회귀 분석에서 직선의 기울기는 회귀 계수라고 하며, 독립 변수의 변화가 종속 변수에 미치는 영향을 나타냅니다. 따라서 정답은 ③입니다."
107,분산 분석,다음 중 ANOVA(분산 분석)의 주된 목적은 무엇인가?\n① 여러 그룹 간의 평균 차이를 비교\n② 두 변수 간의 상관 관계 평가\n③ 데이터의 정규 분포 여부 확인\n④ 데이터의 중위수 계산,통계,보통,객관식(4지선다),1,ANOVA는 세 개 이상의 그룹 간 평균 차이가 유의미한지 판단하기 위해 사용됩니다. 따라서 정답은 ①입니다.
108,확률 분포,정규 분포의 특성 중 올바르지 않은 것은 무엇인가?\n① 평균과 중앙값이 같다\n② 대칭적이다\n③ 모든 값이 양수이다\n④ 곡선은 종 모양이다,통계,보통,객관식(4지선다),3,"정규 분포는 대칭적이고, 평균과 중앙값이 같으며, 종 모양의 곡선을 가지지만, 모든 값이 양수라는 것은 잘못된 설명입니다. 따라서 정답은 ③입니다."
109,신뢰 구간,95% 신뢰 구간이 의미하는 것은 무엇인가?\n① 모집단 평균이 95%의 확률로 구간 내에 포함\n② 샘플 평균이 95%의 확률로 구간 내에 포함\n③ 모집단이 정규 분포를 따름\n④ 두 그룹 간 차이가 없음,통계,어려움,객관식(4지선다),1,95% 신뢰 구간은 모집단 평균이 95%의 확률로 구간 내에 포함된다는 의미입니다. 따라서 정답은 ①입니다.
110,표본 크기,표본 크기를 늘리면 통계적 분석에 미치는 주요 효과는 무엇인가?\n① 표준 오차 감소\n② 표준 오차 증가\n③ p-값 증가\n④ 신뢰 구간 넓어짐,통계,어려움,객관식(4지선다),1,표본 크기를 늘리면 표준 오차가 감소하여 결과의 정확성과 신뢰도가 높아집니다. 따라서 정답은 ①입니다.
111,모집단과 표본,다음 중 모집단(population)에 대한 설명으로 적절하지 않은 것은 무엇인가?\n① 모집단은 연구에서 관심 있는 모든 개체의 집합을 의미한다.\n② 모집단의 특성을 나타내는 값을 모수(parameter)라고 한다.\n③ 모집단의 크기는 항상 표본(sample)보다 작다.\n④ 모집단에서 추출된 표본은 모집단을 대표해야 한다.,통계,보통,객관식(4지선다),3,"모집단의 크기는 표본보다 클 수 있으며, 대부분의 경우 모집단은 표본보다 큽니다. 따라서 정답은 ③입니다."
112,중심 극한 정리,중심 극한 정리(Central Limit Theorem)는 무엇을 설명하는가?\n① 모든 데이터 분포는 정규 분포를 따른다.\n② 표본 평균의 분포는 표본 크기가 충분히 크다면 정규 분포에 근사한다.\n③ 모집단의 분포는 표본 크기에 따라 변한다.\n④ 모집단 평균은 표본 평균과 항상 같다.,통계,어려움,객관식(4지선다),2,중심 극한 정리는 표본 평균의 분포가 표본 크기가 충분히 크면 정규 분포에 근사함을 설명합니다. 따라서 정답은 ②입니다.
113,독립성과 종속성,두 사건이 독립적일 때 올바른 설명은 무엇인가?\n① 한 사건의 발생이 다른 사건의 발생 확률에 영향을 미친다.\n② 두 사건의 발생 확률은 항상 동일하다.\n③ 한 사건의 발생이 다른 사건의 발생 확률에 영향을 미치지 않는다.\n④ 두 사건은 반드시 동시에 발생해야 한다.,통계,보통,객관식(4지선다),3,독립 사건은 한 사건의 발생이 다른 사건의 발생 확률에 영향을 미치지 않는 사건입니다. 따라서 정답은 ③입니다.
114,확률과 가능성,"다음 중 확률(probability)과 가능성(likelihood)의 차이를 설명하는 올바른 문장은 무엇인가?\n① 확률은 미래 사건의 가능성을, 가능성은 과거 데이터에 대한 모델의 적합성을 평가한다.\n② 확률은 모델의 적합성을, 가능성은 미래 사건의 가능성을 평가한다.\n③ 확률과 가능성은 서로 같은 개념이다.\n④ 확률은 데이터의 분포를 설명하고, 가능성은 분포의 평균을 설명한다.",통계,보통,객관식(4지선다),1,"확률은 미래 사건의 가능성을 평가하는 데 사용되고, 가능성은 과거 데이터가 특정 모델에 얼마나 적합한지를 평가하는 데 사용됩니다. 따라서 정답은 ①입니다."
115,p-값의 의미,p-값이 0.05보다 작을 때 일반적으로 내릴 수 있는 결론은 무엇인가?\n① 귀무가설을 기각한다.\n② 귀무가설을 채택한다.\n③ 유의수준을 증가시킨다.\n④ 유의수준을 감소시킨다.,통계,쉬움,객관식(4지선다),1,"p-값이 0.05보다 작으면 일반적으로 귀무가설을 기각하고, 대립가설을 채택합니다. 따라서 정답은 ①입니다."
116,표본 크기 결정,표본 크기가 충분히 크면 발생할 수 있는 통계적 결과는 무엇인가?\n① 표준 오차가 증가한다.\n② 통계적 검정력이 감소한다.\n③ 추정의 정확성이 증가한다.\n④ 신뢰 구간이 넓어진다.,통계,보통,객관식(4지선다),3,"표본 크기가 충분히 크면 추정의 정확성이 증가하고, 표준 오차가 감소하여 보다 정확한 추정을 할 수 있습니다. 따라서 정답은 ③입니다."
117,모수와 통계량,"모수(parameter)와 통계량(statistic)의 차이는 무엇인가?\n① 모수는 표본에서 계산된 값, 통계량은 모집단에서 계산된 값이다.\n② 모수는 모집단의 특성을 나타내고, 통계량은 표본의 특성을 나타낸다.\n③ 모수와 통계량은 같은 개념이다.\n④ 모수는 데이터의 중앙값, 통계량은 데이터의 평균을 나타낸다.",통계,보통,객관식(4지선다),2,"모수는 모집단의 특성을 나타내며, 통계량은 표본의 특성을 나타내는 값입니다. 따라서 정답은 ②입니다."
118,신뢰 수준과 신뢰 구간,"신뢰 구간에서 신뢰 수준(confidence level)이 증가하면, 다음 중 어떤 현상이 발생하는가?\n① 신뢰 구간의 폭이 좁아진다.\n② 신뢰 구간의 폭이 넓어진다.\n③ 신뢰 구간이 감소한다.\n④ 신뢰 구간이 변하지 않는다.",통계,어려움,객관식(4지선다),2,신뢰 수준이 증가하면 신뢰 구간의 폭이 넓어집니다. 이는 보다 높은 확률로 모집단 평균을 포함하도록 구간이 확장되기 때문입니다. 따라서 정답은 ②입니다.
119,분산과 표준 편차의 차이,분산(variance)과 표준 편차(standard deviation)의 차이는 무엇인가?\n① 분산은 표준 편차의 제곱이다.\n② 표준 편차는 분산의 제곱이다.\n③ 분산과 표준 편차는 같은 값이다.\n④ 분산은 데이터의 중앙값을 나타낸다.,통계,쉬움,객관식(4지선다),1,"분산은 데이터의 산포도를 제곱한 값이며, 표준 편차는 분산의 제곱근입니다. 따라서 정답은 ①입니다."
120,빈도 분석,데이터 분석에서 빈도 분석의 목적은 무엇인가?\n① 데이터의 평균을 계산\n② 데이터의 정규성을 확인\n③ 각 데이터 값이 얼마나 자주 발생하는지 분석\n④ 데이터의 표준 편차를 구함,통계,보통,객관식(4지선다),3,빈도 분석은 데이터 값이 얼마나 자주 발생하는지를 분석하여 데이터의 분포와 패턴을 이해하는 데 사용됩니다. 따라서 정답은 ③입니다.
